FusionName	JunctionReadCount	SpanningFragCount	SpliceType	LeftGene	LeftBreakpoint	RightGene	RightBreakpoint	JunctionReads	SpanningFrags	LargeAnchorSupport	FFPM	LeftBreakDinuc	LeftBreakEntropy	RightBreakDinuc	RightBreakEntropy	annots	dataset	Run	Phenotype	chromtype	leftgene_symbol	rightgene_symbol	left_gene	right_gene	fusion_type	known_fusion	source	known_fusion_disease
NFATC3--CPNE2	51	12	ONLY_REF_SPLICE	NFATC3^ENSG00000072736.19	chr16:68126610:+	CPNE2^ENSG00000140848.17	chr16:57146085:+	SRR934846.14518449,SRR934846.928845,SRR934846.20261885,SRR934846.20805179,SRR934846.20478414,SRR934846.19527608,SRR934846.16675724,SRR934846.1000541,SRR934846.10200884,SRR934846.24326692,SRR934846.21309750,SRR934846.18312368,SRR934846.2611581,SRR934846.17176795,SRR934846.23712948,SRR934846.2714576,SRR934846.2115039,SRR934846.22140663,SRR934846.22930831,SRR934846.20610292,SRR934846.16303862,SRR934846.22659933,SRR934846.5573519,SRR934846.3036025,SRR934846.12213857,SRR934846.8503988,SRR934846.2216682,SRR934846.13131566,SRR934846.2440502,SRR934846.6511724,SRR934846.19034222,SRR934846.7059689,SRR934846.14197152,SRR934846.23234986,SRR934846.1960334,SRR934846.17893717,SRR934846.749699,SRR934846.21354035,SRR934846.12473024,SRR934846.2917777,SRR934846.3713226,SRR934846.11633536,SRR934846.3648832,SRR934846.8563984,SRR934846.20330560,SRR934846.21923062,SRR934846.15363441,SRR934846.12157321,SRR934846.14808921,SRR934846.24327432,SRR934846.16942952	SRR934846.9480690,SRR934846.16679242,SRR934846.4515580,SRR934846.123408,SRR934846.4785799,SRR934846.23475437,SRR934846.14791005,SRR934846.18012748,SRR934846.9349056,SRR934846.1269285,SRR934846.20283760,SRR934846.22351328	YES_LDAS	2.6781	GT	1.9656	AG	1.7819	[INTRACHROMOSOMAL[chr16:10.94Mb]]	SRP027383	SRR934846	Tumor	intrachrom	NFATC3	CPNE2	ENSG00000072736	ENSG00000140848	protein_protein	CPNE2--NFATC3|NFATC3--CPNE2	Fusioncatcher|Zhao	NA|glioma
EGFR--LINC01445	4	2	ONLY_REF_SPLICE	EGFR^ENSG00000146648.18	chr7:55173124:+	LINC01445^ENSG00000231427.6	chr7:54347294:+	SRR934846.14298688,SRR934846.12770632,SRR934846.11571006,SRR934846.3124682	SRR934846.10728431,SRR934846.20666835	YES_LDAS	0.255	GT	1.6402	AG	1.9219	[ChimerSeq,TCGA_StarF2019,INTRACHROMOSOMAL[chr7:0.56Mb]]	SRP027383	SRR934846	Tumor	intrachrom	EGFR	LINC01445	ENSG00000146648	ENSG00000231427	protein_lncRNA	EGFR--LINC01445|EGFR--LINC01445	ChimerDB3.0_ChimerSeq|ChimerDB3.0_ChimerSeq	LGG|LUSC
CACNA1D--GNL3	4	2	ONLY_REF_SPLICE	CACNA1D^ENSG00000157388.18	chr3:53666535:+	GNL3^ENSG00000163938.17	chr3:52694037:+	SRR934846.17796117,SRR934846.19993363,SRR934846.21552852,SRR934846.9081526	SRR934846.14357297,SRR934846.4279066	YES_LDAS	0.255	GT	1.9086	AG	1.8062	[TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr3:0.63Mb]]	SRP027383	SRR934846	Tumor	intrachrom	CACNA1D	GNL3	ENSG00000157388	ENSG00000163938	protein_protein	CACNA1D--GNL3|CACNA1D--GNL3	ChimerDB3.0_ChimerSeq|Gao_TCGA	ESCA|ESCA
C2CD3--SMAD9	8	5	ONLY_REF_SPLICE	C2CD3^ENSG00000168014.16	chr11:74090813:-	SMAD9^ENSG00000120693.13	chr13:36879875:-	SRR934847.10595370,SRR934847.12878997,SRR934847.8969938,SRR934847.963755,SRR934847.10205070,SRR934847.17264684,SRR934847.16861190,SRR934847.11893494	SRR934847.7989850,SRR934847.8213712,SRR934847.13694190,SRR934847.3394623,SRR934847.15245253	YES_LDAS	0.7898	GT	1.5656	AG	1.9329	[INTERCHROMOSOMAL[chr11--chr13]]	SRP027383	SRR934847	Tumor	interchrom	C2CD3	SMAD9	ENSG00000168014	ENSG00000120693	protein_protein	C2CD3--SMAD9|C2CD3--SMAD9	Fusioncatcher|Zhao	NA|glioma
MTMR2--CCDC82	5	2	ONLY_REF_SPLICE	MTMR2^ENSG00000087053.18	chr11:95865601:-	CCDC82^ENSG00000149231.14	chr11:96359178:-	SRR934851.11349284,SRR934851.5592954,SRR934851.13651728,SRR934851.6963784,SRR934851.9095503	SRR934851.9372508,SRR934851.7126845	YES_LDAS	0.4017	GT	1.7465	AG	1.7819	[INTRACHROMOSOMAL[chr11:0.43Mb]]	SRP027383	SRR934851	Tumor	intrachrom	MTMR2	CCDC82	ENSG00000087053	ENSG00000149231	protein_protein	CCDC82--MTMR2	Gao_TCGA	STAD
NCOR2--TMEM132D	7	0	ONLY_REF_SPLICE	NCOR2^ENSG00000196498.13	chr12:124567308:-	TMEM132D^ENSG00000151952.16	chr12:129531205:-	SRR934853.1039662,SRR934853.4219720,SRR934853.941013,SRR934853.16797183,SRR934853.13290898,SRR934853.5612107,SRR934853.13744872	.	YES_LDAS	0.4457	GT	1.7968	AG	1.5628	[TumorFusionsNAR2018,ChimerSeq,INTRACHROMOSOMAL[chr12:4.50Mb]]	SRP027383	SRR934853	Tumor	intrachrom	NCOR2	TMEM132D	ENSG00000196498	ENSG00000151952	protein_protein	NCOR2--TMEM132D|NCOR2--TMEM132D|NCOR2--TMEM132D|NCOR2--TMEM132D	ChimerDB3.0_ChimerSeq|Fusioncatcher|Mitelman|Gao_TCGA	LGG|NA|Astrocytoma, grade I-II|LGG
EDC3--COX5A	20	10	ONLY_REF_SPLICE	EDC3^ENSG00000179151.13	chr15:74695880:-	COX5A^ENSG00000178741.12	chr15:74923770:-	SRR934866.1.16182340,SRR934866.1.5165975,SRR934866.1.14423963,SRR934866.1.11632855,SRR934866.1.1862128,SRR934866.1.5412619,SRR934866.1.3445504,SRR934866.1.14534528,SRR934866.1.7181977,SRR934866.1.11101028,SRR934866.1.11787092,SRR934866.1.7404009,SRR934866.1.15023689,SRR934866.1.1280517,SRR934866.1.2198716,SRR934866.1.14413478,SRR934866.1.9046417,SRR934866.1.17189280,SRR934866.1.10398281,SRR934866.1.9788857	SRR934866.1.7791421,SRR934866.1.16476759,SRR934866.1.1465711,SRR934866.1.6160252,SRR934866.1.2017512,SRR934866.1.13272916,SRR934866.1.951883,SRR934866.1.6859959,SRR934866.1.81704,SRR934866.1.15435852	YES_LDAS	1.958	GT	1.5628	AG	1.8062	[INTRACHROMOSOMAL[chr15:0.22Mb]]	SRP027383	SRR934866	Tumor	intrachrom	EDC3	COX5A	ENSG00000179151	ENSG00000178741	protein_protein	COX5A--EDC3|EDC3--COX5A|EDC3--COX5A	Fusioncatcher|Gao_TCGA|Zhao	NA|OV|glioma
STAU1--CABP5	31	21	ONLY_REF_SPLICE	STAU1^ENSG00000124214.19	chr20:49174195:-	CABP5^ENSG00000105507.2	chr19:48034362:-	SRR934867.1.26440849,SRR934867.1.11279311,SRR934867.1.24084503,SRR934867.1.6924408,SRR934867.1.27130313,SRR934867.1.27768543,SRR934867.1.4817274,SRR934867.1.12154823,SRR934867.1.13237882,SRR934867.1.12135843,SRR934867.1.9305242,SRR934867.1.436619,SRR934867.1.18060349,SRR934867.1.17735396,SRR934867.1.10655898,SRR934867.1.14421253,SRR934867.1.19243720,SRR934867.1.14775190,SRR934867.1.24765591,SRR934867.1.12528196,SRR934867.1.9144983,SRR934867.1.27832354,SRR934867.1.13084216,SRR934867.1.15113139,SRR934867.1.19258439,SRR934867.1.1691628,SRR934867.1.1046258,SRR934867.1.27486597,SRR934867.1.17513198,SRR934867.1.12842501,SRR934867.1.21926176	SRR934867.1.16846872,SRR934867.1.19761274,SRR934867.1.27002853,SRR934867.1.9623417,SRR934867.1.4515658,SRR934867.1.13221635,SRR934867.1.7567130,SRR934867.1.13894609,SRR934867.1.9705284,SRR934867.1.5565909,SRR934867.1.13991781,SRR934867.1.15707160,SRR934867.1.14633782,SRR934867.1.10044475,SRR934867.1.1395586,SRR934867.1.18720152,SRR934867.1.5522939,SRR934867.1.8179633,SRR934867.1.9147000,SRR934867.1.9524659,SRR934867.1.16341045	YES_LDAS	1.9777	GT	1.7056	AG	1.9329	[INTERCHROMOSOMAL[chr20--chr19]]	SRP027383	SRR934867	Tumor	interchrom	STAU1	CABP5	ENSG00000124214	ENSG00000105507	protein_protein	CABP5--STAU1|STAU1--CABP5	Fusioncatcher|Zhao	NA|glioma
STAU1--CABP5	8	21	ONLY_REF_SPLICE	STAU1^ENSG00000124214.19	chr20:49165997:-	CABP5^ENSG00000105507.2	chr19:48034362:-	SRR934867.1.9208532,SRR934867.1.17280256,SRR934867.1.20813567,SRR934867.1.15461364,SRR934867.1.13537315,SRR934867.1.1976208,SRR934867.1.13284824,SRR934867.1.21816862	SRR934867.1.4515658,SRR934867.1.7567130,SRR934867.1.13221635,SRR934867.1.13894609,SRR934867.1.9705284,SRR934867.1.19761274,SRR934867.1.16846872,SRR934867.1.27002853,SRR934867.1.9623417,SRR934867.1.10044475,SRR934867.1.1395586,SRR934867.1.18720152,SRR934867.1.5522939,SRR934867.1.8179633,SRR934867.1.9147000,SRR934867.1.9524659,SRR934867.1.16341045,SRR934867.1.13991781,SRR934867.1.5565909,SRR934867.1.15707160,SRR934867.1.14633782	YES_LDAS	1.103	GT	1.9086	AG	1.9329	[INTERCHROMOSOMAL[chr20--chr19]]	SRP027383	SRR934867	Tumor	interchrom	STAU1	CABP5	ENSG00000124214	ENSG00000105507	protein_protein	CABP5--STAU1|STAU1--CABP5	Fusioncatcher|Zhao	NA|glioma
PLA2G6--CRYBB1	6	3	ONLY_REF_SPLICE	PLA2G6^ENSG00000184381.19	chr22:38139982:-	CRYBB1^ENSG00000100122.7	chr22:26616338:-	SRR934867.1.9213312,SRR934867.1.18757344,SRR934867.1.2048943,SRR934867.1.851289,SRR934867.1.14775844,SRR934867.1.15393832	SRR934867.1.23959943,SRR934867.1.15670499,SRR934867.1.18742039	YES_LDAS	0.3423	GT	1.9656	AG	1.8892	[INTRACHROMOSOMAL[chr22:11.49Mb]]	SRP027383	SRR934867	Tumor	intrachrom	PLA2G6	CRYBB1	ENSG00000184381	ENSG00000100122	protein_protein	CRYBB1--PLA2G6|PLA2G6--CRYBB1	Fusioncatcher|Zhao	NA|glioma
PLA2G6--CRYBB1	1	3	ONLY_REF_SPLICE	PLA2G6^ENSG00000184381.19	chr22:38143105:-	CRYBB1^ENSG00000100122.7	chr22:26612190:-	SRR934867.1.17696032	SRR934867.1.15670499,SRR934867.1.18742039,SRR934867.1.23959943	YES_LDAS	0.1521	GT	1.9329	AG	1.9086	[INTRACHROMOSOMAL[chr22:11.49Mb]]	SRP027383	SRR934867	Tumor	intrachrom	PLA2G6	CRYBB1	ENSG00000184381	ENSG00000100122	protein_protein	CRYBB1--PLA2G6|PLA2G6--CRYBB1	Fusioncatcher|Zhao	NA|glioma
VHL--BRK1	75	46	ONLY_REF_SPLICE	VHL^ENSG00000134086.7	chr3:10142187:+	BRK1^ENSG00000254999.4	chr3:10125626:+	SRR934868.1.1749994,SRR934868.1.9846230,SRR934868.1.15186132,SRR934868.1.16223822,SRR934868.1.17481524,SRR934868.1.11395787,SRR934868.1.4842145,SRR934868.1.18349075,SRR934868.1.12449391,SRR934868.1.17340794,SRR934868.1.16412508,SRR934868.1.1326620,SRR934868.1.17790287,SRR934868.1.14285866,SRR934868.1.13303086,SRR934868.1.6550334,SRR934868.1.7978412,SRR934868.1.2646566,SRR934868.1.13015194,SRR934868.1.12989234,SRR934868.1.16401848,SRR934868.1.2413648,SRR934868.1.15242438,SRR934868.1.481199,SRR934868.1.5066629,SRR934868.1.5143552,SRR934868.1.4721151,SRR934868.1.3978833,SRR934868.1.4920950,SRR934868.1.467786,SRR934868.1.16912624,SRR934868.1.12779618,SRR934868.1.4101486,SRR934868.1.13340732,SRR934868.1.15731979,SRR934868.1.1809459,SRR934868.1.20803374,SRR934868.1.19280044,SRR934868.1.12114393,SRR934868.1.17204256,SRR934868.1.12853301,SRR934868.1.15287649,SRR934868.1.7690177,SRR934868.1.11221346,SRR934868.1.14353707,SRR934868.1.13480360,SRR934868.1.440852,SRR934868.1.18851330,SRR934868.1.5369099,SRR934868.1.12210475,SRR934868.1.11741584,SRR934868.1.19978503,SRR934868.1.2887830,SRR934868.1.11017240,SRR934868.1.18963276,SRR934868.1.12166668,SRR934868.1.15062276,SRR934868.1.12900298,SRR934868.1.11634190,SRR934868.1.14191911,SRR934868.1.14862640,SRR934868.1.15687991,SRR934868.1.4813218,SRR934868.1.595340,SRR934868.1.19848908,SRR934868.1.2751698,SRR934868.1.4598815,SRR934868.1.20163662,SRR934868.1.8072675,SRR934868.1.9741781,SRR934868.1.284693,SRR934868.1.12997184,SRR934868.1.3286011,SRR934868.1.19909076,SRR934868.1.9026006	SRR934868.1.2114913,SRR934868.1.373675,SRR934868.1.7068756,SRR934868.1.2975985,SRR934868.1.3788455,SRR934868.1.8152035,SRR934868.1.14865554,SRR934868.1.9320900,SRR934868.1.12922454,SRR934868.1.13092956,SRR934868.1.7985919,SRR934868.1.13003820,SRR934868.1.18588727,SRR934868.1.2209235,SRR934868.1.2755381,SRR934868.1.6342605,SRR934868.1.18734570,SRR934868.1.14265784,SRR934868.1.7325796,SRR934868.1.18887121,SRR934868.1.6332668,SRR934868.1.9065947,SRR934868.1.11540634,SRR934868.1.9097544,SRR934868.1.10228555,SRR934868.1.13787684,SRR934868.1.2866149,SRR934868.1.13120399,SRR934868.1.11365769,SRR934868.1.10504221,SRR934868.1.1477634,SRR934868.1.1977946,SRR934868.1.15251336,SRR934868.1.111259,SRR934868.1.13737088,SRR934868.1.11443757,SRR934868.1.7101982,SRR934868.1.16495728,SRR934868.1.14887317,SRR934868.1.11551250,SRR934868.1.17391457,SRR934868.1.14882321,SRR934868.1.4625551,SRR934868.1.15527203,SRR934868.1.3212468,SRR934868.1.2354661	YES_LDAS	6.1755	GT	1.8892	AG	1.7232	[INTRACHROMOSOMAL[chr3:0.01Mb],LOCAL_REARRANGEMENT:+:[13818]]	SRP027383	SRR934868	Tumor	intrachrom	VHL	BRK1	ENSG00000134086	ENSG00000254999	protein_protein	BRK1--VHL|BRK1--VHL|VHL--BRK1	Fusioncatcher|Mitelman|Zhao	NA|Chronic myeloid leukemia, t(9;22)|glioma
AGAP2--TSFM	75	30	ONLY_REF_SPLICE	AGAP2^ENSG00000135439.11	chr12:57737079:-	TSFM^ENSG00000123297.19	chr12:57786163:+	SRR934868.1.6614570,SRR934868.1.12746332,SRR934868.1.13734557,SRR934868.1.17403252,SRR934868.1.11042398,SRR934868.1.10086116,SRR934868.1.14248917,SRR934868.1.17966580,SRR934868.1.20490517,SRR934868.1.14207267,SRR934868.1.2796286,SRR934868.1.14797536,SRR934868.1.8772616,SRR934868.1.8192887,SRR934868.1.1835458,SRR934868.1.2547947,SRR934868.1.5950405,SRR934868.1.17107639,SRR934868.1.11727794,SRR934868.1.8973404,SRR934868.1.19861948,SRR934868.1.16186527,SRR934868.1.13645286,SRR934868.1.1277894,SRR934868.1.10091171,SRR934868.1.13695951,SRR934868.1.14815072,SRR934868.1.16451138,SRR934868.1.748302,SRR934868.1.7386036,SRR934868.1.9865955,SRR934868.1.3942269,SRR934868.1.12222860,SRR934868.1.209412,SRR934868.1.1794328,SRR934868.1.18327093,SRR934868.1.14847909,SRR934868.1.16644433,SRR934868.1.11586631,SRR934868.1.1081458,SRR934868.1.17482033,SRR934868.1.17231495,SRR934868.1.11493225,SRR934868.1.13974805,SRR934868.1.20230258,SRR934868.1.14379877,SRR934868.1.19052067,SRR934868.1.4088177,SRR934868.1.7641113,SRR934868.1.15431962,SRR934868.1.5726894,SRR934868.1.15990441,SRR934868.1.16750386,SRR934868.1.9578838,SRR934868.1.6152973,SRR934868.1.18167772,SRR934868.1.17527969,SRR934868.1.10938918,SRR934868.1.70891,SRR934868.1.13158895,SRR934868.1.11623680,SRR934868.1.11724251,SRR934868.1.5320583,SRR934868.1.15962646,SRR934868.1.11021336,SRR934868.1.9205658,SRR934868.1.15447480,SRR934868.1.10467939,SRR934868.1.13132501,SRR934868.1.18979766,SRR934868.1.19174034,SRR934868.1.14002469,SRR934868.1.4145729,SRR934868.1.3162053,SRR934868.1.19018302	SRR934868.1.10957438,SRR934868.1.11040224,SRR934868.1.14854400,SRR934868.1.7675568,SRR934868.1.7263648,SRR934868.1.9631488,SRR934868.1.6261138,SRR934868.1.4933578,SRR934868.1.16671587,SRR934868.1.18129759,SRR934868.1.14616943,SRR934868.1.8354719,SRR934868.1.14884179,SRR934868.1.12893998,SRR934868.1.16793522,SRR934868.1.7876389,SRR934868.1.16866088,SRR934868.1.2466212,SRR934868.1.15179052,SRR934868.1.8051862,SRR934868.1.13722954,SRR934868.1.11400528,SRR934868.1.19908192,SRR934868.1.9149805,SRR934868.1.12389138,SRR934868.1.16193664,SRR934868.1.5352425,SRR934868.1.11149264,SRR934868.1.3780463,SRR934868.1.7340631	YES_LDAS	5.3589	GT	1.6402	AG	1.9656	[INTRACHROMOSOMAL[chr12:0.04Mb],LOCAL_INVERSION:-:+:[40604]]	SRP027383	SRR934868	Tumor	intrachrom	AGAP2	TSFM	ENSG00000135439	ENSG00000123297	protein_protein	AGAP2--TSFM|AGAP2--TSFM	Fusioncatcher|Zhao	NA|glioma
KMT2C--CHGB	38	33	ONLY_REF_SPLICE	KMT2C^ENSG00000055609.18	chr7:152311798:-	CHGB^ENSG00000089199.10	chr20:5916326:+	SRR934868.1.15501800,SRR934868.1.5509316,SRR934868.1.16074966,SRR934868.1.1515314,SRR934868.1.2833121,SRR934868.1.8967775,SRR934868.1.2027482,SRR934868.1.13089712,SRR934868.1.8250774,SRR934868.1.10241369,SRR934868.1.16052325,SRR934868.1.1167914,SRR934868.1.10921844,SRR934868.1.14659938,SRR934868.1.6441843,SRR934868.1.6387626,SRR934868.1.3056984,SRR934868.1.17500313,SRR934868.1.449265,SRR934868.1.18197325,SRR934868.1.2906338,SRR934868.1.8589534,SRR934868.1.1906738,SRR934868.1.7117300,SRR934868.1.1740313,SRR934868.1.458438,SRR934868.1.16911867,SRR934868.1.10924290,SRR934868.1.2848301,SRR934868.1.13961724,SRR934868.1.20338189,SRR934868.1.16960893,SRR934868.1.3555607,SRR934868.1.9873423,SRR934868.1.3966565,SRR934868.1.4182007,SRR934868.1.4829373,SRR934868.1.5292850	SRR934868.1.17476775,SRR934868.1.12272262,SRR934868.1.11295215,SRR934868.1.283430,SRR934868.1.10787805,SRR934868.1.15429526,SRR934868.1.19836302,SRR934868.1.18143509,SRR934868.1.2285572,SRR934868.1.19782851,SRR934868.1.1378963,SRR934868.1.2907919,SRR934868.1.20657382,SRR934868.1.14566645,SRR934868.1.12107580,SRR934868.1.6833524,SRR934868.1.5360803,SRR934868.1.16023902,SRR934868.1.8630852,SRR934868.1.2947446,SRR934868.1.20014883,SRR934868.1.2662075,SRR934868.1.204108,SRR934868.1.8177583,SRR934868.1.15018776,SRR934868.1.4817202,SRR934868.1.17091437,SRR934868.1.824183,SRR934868.1.8743327,SRR934868.1.17111592,SRR934868.1.19779792,SRR934868.1.13115959,SRR934868.1.4022956	YES_LDAS	3.6236	GT	1.7968	AG	1.9086	[INTERCHROMOSOMAL[chr7--chr20]]	SRP027383	SRR934868	Tumor	interchrom	KMT2C	CHGB	ENSG00000055609	ENSG00000089199	protein_protein	CHGB--KMT2C	Fusioncatcher	NA
R3HDM2--RAP1B	4	4	INCL_NON_REF_SPLICE	R3HDM2^ENSG00000179912.20	chr12:57341386:-	RAP1B^ENSG00000127314.18	chr12:68650400:+	SRR934868.1.14245894,SRR934868.1.6413434,SRR934868.1.11806261,SRR934868.1.18665408	SRR934868.1.1488903,SRR934868.1.16742590,SRR934868.1.10999714,SRR934868.1.14617153	YES_LDAS	0.4084	GT	1.9656	AG	1.7968	[GUO2018CR_TCGA,INTRACHROMOSOMAL[chr12:11.18Mb]]	SRP027383	SRR934868	Tumor	intrachrom	R3HDM2	RAP1B	ENSG00000179912	ENSG00000127314	protein_protein	R3HDM2--RAP1B	Gao_TCGA	SARC
EGFR--MDM2	5	2	ONLY_REF_SPLICE	EGFR^ENSG00000146648.18	chr7:55019365:+	MDM2^ENSG00000135679.25	chr12:68809208:+	SRR934868.1.9041248,SRR934868.1.8442044,SRR934868.1.9774313,SRR934868.1.10363148,SRR934868.1.17324302	SRR934868.1.12213550,SRR934868.1.1695363	YES_LDAS	0.3573	GT	1.2729	AG	1.9219	[INTERCHROMOSOMAL[chr7--chr12]]	SRP027383	SRR934868	Tumor	interchrom	EGFR	MDM2	ENSG00000146648	ENSG00000135679	protein_protein	MDM2--EGFR|EGFR--MDM2|MDM2--EGFR|MDM2--EGFR|MDM2--EGFR|MDM2--EGFR	ChimerDB3.0_ChimerSeq|Fusioncatcher|Fusioncatcher|Mitelman|Babak|Yoshihara	GBM|NA|NA|Astrocytoma, grade III-IV|GBM|GBM
R3HDM2--RAP1B	3	4	INCL_NON_REF_SPLICE	R3HDM2^ENSG00000179912.20	chr12:57341305:-	RAP1B^ENSG00000127314.18	chr12:68650400:+	SRR934868.1.8231038,SRR934868.1.11175473,SRR934868.1.9332642	SRR934868.1.1488903,SRR934868.1.16742590,SRR934868.1.10999714,SRR934868.1.14617153	YES_LDAS	0.3573	GT	1.5656	AG	1.7968	[GUO2018CR_TCGA,INTRACHROMOSOMAL[chr12:11.18Mb]]	SRP027383	SRR934868	Tumor	intrachrom	R3HDM2	RAP1B	ENSG00000179912	ENSG00000127314	protein_protein	R3HDM2--RAP1B	Gao_TCGA	SARC
